rank	cumulative_gp	image_path	scale_w	scale_h	megapixels	content_class	variant_name
576	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8368_web-screenshots_nps-yellowstone_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8368.scale96x128
577	0.0069	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8370_web-screenshots_nps-yose_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8370.scale96x128
578	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8372_web-screenshots_nps-yosemite_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8372.scale96x128
579	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8374_web-screenshots_nps-zion_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8374.scale96x128
580	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8376_web-screenshots_si-edu-exhibitions_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8376.scale96x128
581	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8378_web-screenshots_usaspending-explorer_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8378.scale96x128
582	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8380_web-screenshots_usgs-main-home_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8380.scale96x128
583	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8382_web-screenshots_usgs-home_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8382.scale96x128
584	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8384_web-screenshots_usgs-topoview_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8384.scale96x128
585	0.0070	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8386_web-screenshots_weather-forecast-nyc_dpr1_page2_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8386.scale96x128
586	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8388_web-screenshots_weatherportal-home_dpr1_page1_768x1024.sdr.png	96	128	0.0123	8100-lilith-web-screenshots	8388.scale96x128
587	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8390_web-screenshots_archives-exhibits_dpr1_page2_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8390.scale128x80
588	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8392_web-screenshots_archives-exhibits_dpr1_page2_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8392.scale128x72
589	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8394_web-screenshots_archives-home_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8394.scale59x128
590	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8396_web-screenshots_bls-employment-situation_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8396.scale128x80
591	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8398_web-screenshots_cdc-home_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8398.scale128x80
592	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8400_web-screenshots_cdc-home_dpr1_page1_2560x1440.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8400.scale128x72
593	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8402_web-screenshots_cdc-home_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8402.scale59x128
594	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8404_web-screenshots_climate-gov-home_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8404.scale128x80
595	0.0071	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8406_web-screenshots_climate-news_dpr1_page1_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8406.scale128x72
596	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8408_web-screenshots_datagov-catalog_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8408.scale128x80
597	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8410_web-screenshots_gutenberg-top_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8410.scale128x80
598	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8412_web-screenshots_gutenberg-top_dpr2_page1_750x1334.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8412.scale72x128
599	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8414_web-screenshots_lkml-lists-index_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8414.scale128x80
600	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8416_web-screenshots_loc-pictures_dpr1_page1_360x640.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8416.scale72x128
601	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8418_web-screenshots_nasa-artemis_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8418.scale128x80
602	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8420_web-screenshots_nasa-missions_dpr1_page1_1024x768.sdr.png	128	96	0.0123	8100-lilith-web-screenshots	8420.scale128x96
603	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8422_web-screenshots_nasa-missions_dpr1_page1_2560x1440.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8422.scale128x72
604	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8424_web-screenshots_nasa-missions_dpr1_page1_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8424.scale128x72
605	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8426_web-screenshots_nasa-news_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8426.scale59x128
606	0.0072	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8428_web-screenshots_nasa-voyager_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8428.scale128x80
607	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8430_web-screenshots_nasa-voyager_dpr1_page1_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8430.scale128x72
608	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8432_web-screenshots_nih-recipes-keep-the-beat_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8432.scale128x80
609	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8434_web-screenshots_nih-home_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8434.scale59x128
610	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8436_web-screenshots_noaa-home_dpr2_page1_750x1334.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8436.scale72x128
611	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8438_web-screenshots_nps-acad_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8438.scale128x80
612	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8440_web-screenshots_nps-acad_dpr1_page1_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8440.scale128x72
613	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8442_web-screenshots_nps-grca_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8442.scale59x128
614	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8444_web-screenshots_nps-yell_dpr1_page1_1024x768.sdr.png	128	96	0.0123	8100-lilith-web-screenshots	8444.scale128x96
615	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8446_web-screenshots_nps-yell_dpr1_page1_2560x1440.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8446.scale128x72
616	0.0073	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8448_web-screenshots_nps-yellowstone_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8448.scale128x80
617	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8450_web-screenshots_nps-yellowstone_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8450.scale59x128
618	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8452_web-screenshots_si-edu-exhibitions_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8452.scale128x80
619	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8454_web-screenshots_terminal-cargo-build_dpr1_page1_1280x1100.sdr.png	128	110	0.0141	8100-lilith-web-screenshots	8454.scale128x110
620	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8456_web-screenshots_terminal-ls-git-log_dpr1_page1_1280x900.sdr.png	128	90	0.0115	8100-lilith-web-screenshots	8456.scale128x90
621	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8458_web-screenshots_usgs-home_dpr1_page1_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8458.scale128x72
622	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8460_web-screenshots_usgs-news_dpr2_page1_750x1334.sdr.png	72	128	0.0092	8100-lilith-web-screenshots	8460.scale72x128
623	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8462_web-screenshots_usgs-topoview_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8462.scale128x80
624	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8464_web-screenshots_weather-forecast-nyc_dpr1_page1_667x375.sdr.png	128	72	0.0092	8100-lilith-web-screenshots	8464.scale128x72
625	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8466_web-screenshots_weather-home_dpr1_page1_1280x800.sdr.png	128	80	0.0102	8100-lilith-web-screenshots	8466.scale128x80
626	0.0074	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8468_web-screenshots_weather-satellites_dpr1_page1_414x896.sdr.png	59	128	0.0076	8100-lilith-web-screenshots	8468.scale59x128
627	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9000_gen_clipart_avocado-half_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9000.scale85x128
628	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9002_gen_clipart_baguette-loaf_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9002.scale85x128
629	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9004_gen_clipart_bathtub-bubbles_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9004.scale85x128
630	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9006_gen_clipart_bicycle-side_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9006.scale85x128
631	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9008_gen_clipart_bonsai-tree_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9008.scale85x128
632	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9010_gen_clipart_bunny-with-carrot_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9010.scale85x128
633	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9012_gen_clipart_cactus-in-pot_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9012.scale128x128
634	0.0075	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9014_gen_clipart_candle-flame_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9014.scale85x128
635	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9016_gen_clipart_cupcake-pastel_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9016.scale128x128
636	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9018_gen_clipart_dolphin-leap_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9018.scale85x128
637	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9020_gen_clipart_egg-with-face_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9020.scale85x128
638	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9022_gen_clipart_fern-frond_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9022.scale85x128
639	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9024_gen_clipart_foliage-cluster_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9024.scale128x128
640	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9026_gen_clipart_gift-box-bow_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9026.scale85x128
641	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9028_gen_clipart_headphones_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9028.scale128x128
642	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9030_gen_clipart_hibiscus-bloom_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9030.scale85x128
643	0.0076	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9032_gen_clipart_ice-cream-sundae_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9032.scale85x128
644	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9034_gen_clipart_key-tassel_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9034.scale85x128
645	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9036_gen_clipart_laptop-coffee_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9036.scale128x128
646	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9038_gen_clipart_lavender-stem_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9038.scale85x128
647	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9040_gen_clipart_lightning-bolt_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9040.scale85x128
648	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9042_gen_clipart_monstera-leaf_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9042.scale128x128
649	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9044_gen_clipart_mountain-set_1536x1024.sdr.png	128	85	0.0109	9000-lilith-ai-clipart	9044.scale128x85
650	0.0077	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9046_gen_clipart_octopus-friend_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9046.scale128x128
651	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9048_gen_clipart_paint-palette-brush_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9048.scale128x128
652	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9050_gen_clipart_parrot-tropical_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9050.scale85x128
653	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9052_gen_clipart_pencil-tilted_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9052.scale85x128
654	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9054_gen_clipart_pizza-slice_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9054.scale128x128
655	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9056_gen_clipart_rose-bloom_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9056.scale85x128
656	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9058_gen_clipart_sandcastle_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9058.scale85x128
657	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9060_gen_clipart_shooting-star_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9060.scale85x128
658	0.0078	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9062_gen_clipart_smiling-sun_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9062.scale128x128
659	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9064_gen_clipart_snow-globe_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9064.scale85x128
660	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9066_gen_clipart_speech-bubble-hi_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9066.scale85x128
661	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9068_gen_clipart_succulent-trio_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9068.scale85x128
662	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9070_gen_clipart_sunflower-cheerful_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9070.scale85x128
663	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9072_gen_clipart_sushi-roll-trio_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9072.scale85x128
664	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9074_gen_clipart_teapot-classic_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9074.scale85x128
665	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9076_gen_clipart_thumbs-up-hand_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9076.scale85x128
666	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9078_gen_clipart_tulip-trio_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9078.scale85x128
667	0.0079	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9080_gen_clipart_vintage-camera_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9080.scale128x128
668	0.0080	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9082_gen_clipart_watermelon-slice-face_1024x1024.sdr.png	128	128	0.0164	9000-lilith-ai-clipart	9082.scale128x128
669	0.0080	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9084_gen_clipart_yoga-mat-roll_1024x1536.sdr.png	85	128	0.0109	9000-lilith-ai-clipart	9084.scale85x128
670	0.0080	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9094_gen_illustrations_abstract-floral-gouache_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9094.scale85x128
671	0.0080	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9096_gen_illustrations_alpine-meadow-summer_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9096.scale85x128
672	0.0080	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9098_gen_illustrations_baker-flour-dust-light_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9098.scale85x128
673	0.0080	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9100_gen_illustrations_bath-candles-evening_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9100.scale85x128
674	0.0080	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9102_gen_illustrations_bicycle-fruit-crates-wall_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9102.scale85x128
675	0.0080	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9104_gen_illustrations_cellist-rehearsing-attic_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9104.scale85x128
676	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9106_gen_illustrations_child-fox-snowy-forest_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9106.scale85x128
677	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9108_gen_illustrations_citrus-harvest-table_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9108.scale85x128
678	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9110_gen_illustrations_coffee-shop-dusk_1536x1024.sdr.png	128	85	0.0109	9094-lilith-ai-illustrations	9110.scale128x85
679	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9112_gen_illustrations_croissants-morning-coffee_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9112.scale85x128
680	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9114_gen_illustrations_cyclist-mountain-pass_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9114.scale85x128
681	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9116_gen_illustrations_desert-twilight-saguaro_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9116.scale85x128
682	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9118_gen_illustrations_farmers-market-stall_1536x1024.sdr.png	128	85	0.0109	9094-lilith-ai-illustrations	9118.scale128x85
683	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9120_gen_illustrations_fog-bound-lake_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9120.scale85x128
684	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9122_gen_illustrations_fox-resting-winter_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9122.scale85x128
685	0.0081	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9124_gen_illustrations_greenhouse-botanist_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9124.scale85x128
686	0.0082	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9126_gen_illustrations_horse-in-storm_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9126.scale85x128
687	0.0082	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9128_gen_illustrations_invented-tarot-card_1024x1536.sdr.png	85	128	0.0109	9094-lilith-ai-illustrations	9128.scale85x128
